Node1	Node2	Sim	Node1Chrname	Node1Chr	Node2Chrname	Node2Chr
soff_lappurple_cm036172.1	soff_lappurple_cm036168.1	0.22644347939462625	E03	Chr03	A03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036168.1	0.21396680669894316	B03	Chr03	A03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036168.1	0.2126647507680111	F03	Chr03	A03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036168.1	0.2074954473245767	D03	Chr03	A03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036168.1	0.20352128679122247	G03	Chr03	A03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036168.1	0.1617562961776883	H03	Chr03	A03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036168.1	0.1384990253411306	3B	Chr03	A03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036168.1	0.1344167139164112	3A	Chr03	A03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036168.1	0.13420937682003495	3C	Chr03	A03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036168.1	0.13357048134475466	3C	Chr03	A03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036168.1	0.13036055221030987	3D	Chr03	A03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036168.1	0.1290180029588641	3A	Chr03	A03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036168.1	0.12792777365526953	3B	Chr03	A03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036168.1	0.12229796534318572	3D	Chr03	A03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036169.1	1.0	B03	Chr03	B03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036169.1	0.21851435743276754	G03	Chr03	B03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036169.1	0.21396680669894316	A03	Chr03	B03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036169.1	0.21359837044321134	F03	Chr03	B03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036169.1	0.21285384756444778	C03	Chr03	B03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036169.1	0.19818181818181818	D03	Chr03	B03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036169.1	0.1969872537659328	E03	Chr03	B03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036169.1	0.14418726865603437	H03	Chr03	B03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036169.1	0.12873195647346214	3B	Chr03	B03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036169.1	0.12856717522127087	3C	Chr03	B03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036169.1	0.12648911562759996	3C	Chr03	B03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036169.1	0.1260234821566507	3A	Chr03	B03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036169.1	0.12582548696794243	3D	Chr03	B03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036169.1	0.12375863871304954	3A	Chr03	B03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036169.1	0.11941781901931366	3B	Chr03	B03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036169.1	0.11782007647380142	3D	Chr03	B03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036170.1	1.0	C03	Chr03	C03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036170.1	0.2438122082269004	A03	Chr03	C03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036170.1	0.2215485313881793	E03	Chr03	C03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036170.1	0.2132718312153796	F03	Chr03	C03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036170.1	0.21285384756444778	B03	Chr03	C03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036170.1	0.21204533608593007	G03	Chr03	C03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036170.1	0.17940699447395766	D03	Chr03	C03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036170.1	0.13620362349558582	3C	Chr03	C03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036170.1	0.13603289367304983	H03	Chr03	C03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036170.1	0.13574415145874452	3C	Chr03	C03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036170.1	0.13443026741164005	3B	Chr03	C03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036170.1	0.13258371553977413	3A	Chr03	C03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036170.1	0.13055241327300152	3D	Chr03	C03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036170.1	0.12680239146574968	3B	Chr03	C03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036170.1	0.1256006774854262	3A	Chr03	C03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036170.1	0.12388410841470882	3D	Chr03	C03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036171.1	1.0	D03	Chr03	D03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036171.1	0.2074954473245767	A03	Chr03	D03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036171.1	0.19818181818181818	B03	Chr03	D03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036171.1	0.19596001025378107	E03	Chr03	D03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036171.1	0.19020475588367255	F03	Chr03	D03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036171.1	0.17949941615474438	G03	Chr03	D03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036171.1	0.17940699447395766	C03	Chr03	D03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036171.1	0.13934153641503158	H03	Chr03	D03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036171.1	0.11819090454772614	3A	Chr03	D03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036171.1	0.11669376894079385	3C	Chr03	D03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036171.1	0.11493115748010056	3B	Chr03	D03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036171.1	0.11402404575234659	3A	Chr03	D03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036171.1	0.11359956574230924	3C	Chr03	D03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036171.1	0.1109881901303908	3D	Chr03	D03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036171.1	0.10961864222733787	3D	Chr03	D03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036171.1	0.10779494726514594	3B	Chr03	D03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036172.1	1.0	E03	Chr03	E03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036172.1	0.22644347939462625	A03	Chr03	E03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036172.1	0.2215485313881793	C03	Chr03	E03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036172.1	0.19821235840851698	F03	Chr03	E03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036172.1	0.1969872537659328	B03	Chr03	E03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036172.1	0.19596001025378107	D03	Chr03	E03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036172.1	0.18928720735785953	G03	Chr03	E03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036172.1	0.1573985872106689	H03	Chr03	E03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036172.1	0.12189307233123178	3B	Chr03	E03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036172.1	0.12028113682401326	3A	Chr03	E03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036172.1	0.116520656805017	3C	Chr03	E03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036172.1	0.11609287429943956	3C	Chr03	E03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036172.1	0.11542262527613069	3D	Chr03	E03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036172.1	0.11445038693732021	3A	Chr03	E03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036172.1	0.11424712214986997	3B	Chr03	E03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036172.1	0.10912949752205703	3D	Chr03	E03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036173.1	1.0	F03	Chr03	F03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036173.1	0.21359837044321134	B03	Chr03	F03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036173.1	0.2132718312153796	C03	Chr03	F03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036173.1	0.2126647507680111	A03	Chr03	F03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036173.1	0.19861903458728922	G03	Chr03	F03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036173.1	0.19821235840851698	E03	Chr03	F03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036173.1	0.19020475588367255	D03	Chr03	F03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036173.1	0.13809112896364809	H03	Chr03	F03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036173.1	0.12352168199737187	3B	Chr03	F03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036173.1	0.122911852721694	3C	Chr03	F03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036173.1	0.12251474082125371	3C	Chr03	F03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036173.1	0.12000813752415827	3A	Chr03	F03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036173.1	0.11805521859381823	3D	Chr03	F03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036173.1	0.11572881563005874	3A	Chr03	F03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036173.1	0.11472188633615478	3B	Chr03	F03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036173.1	0.11101225561066749	3D	Chr03	F03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036174.1	1.0	G03	Chr03	G03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036174.1	0.21851435743276754	B03	Chr03	G03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036174.1	0.21204533608593007	C03	Chr03	G03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036174.1	0.20352128679122247	A03	Chr03	G03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036174.1	0.19861903458728922	F03	Chr03	G03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036174.1	0.18928720735785953	E03	Chr03	G03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036174.1	0.17949941615474438	D03	Chr03	G03	Chr03
sspo_ap85441_cm010693.1	soff_lappurple_cm036174.1	0.12566528681253697	3C	Chr03	G03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036174.1	0.12405506581330757	H03	Chr03	G03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036174.1	0.12298038153988958	3C	Chr03	G03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036174.1	0.12156162667887953	3B	Chr03	G03	Chr03
sspo_npx_cm039590.1	soff_lappurple_cm036174.1	0.11974685275073005	3D	Chr03	G03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036174.1	0.11827935036697529	3A	Chr03	G03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036174.1	0.1170076529828192	3A	Chr03	G03	Chr03
sspo_ap85441_cm010694.1	soff_lappurple_cm036174.1	0.11571333909859724	3D	Chr03	G03	Chr03
sspo_npx_cm039588.1	soff_lappurple_cm036174.1	0.11279951471034273	3B	Chr03	G03	Chr03
soff_lappurple_cm036175.1	soff_lappurple_cm036175.1	1.0	H03	Chr03	H03	Chr03
soff_lappurple_cm036168.1	soff_lappurple_cm036175.1	0.1617562961776883	A03	Chr03	H03	Chr03
soff_lappurple_cm036172.1	soff_lappurple_cm036175.1	0.1573985872106689	E03	Chr03	H03	Chr03
soff_lappurple_cm036169.1	soff_lappurple_cm036175.1	0.14418726865603437	B03	Chr03	H03	Chr03
soff_lappurple_cm036171.1	soff_lappurple_cm036175.1	0.13934153641503158	D03	Chr03	H03	Chr03
soff_lappurple_cm036173.1	soff_lappurple_cm036175.1	0.13809112896364809	F03	Chr03	H03	Chr03
soff_lappurple_cm036170.1	soff_lappurple_cm036175.1	0.13603289367304983	C03	Chr03	H03	Chr03
soff_lappurple_cm036174.1	soff_lappurple_cm036175.1	0.12405506581330757	G03	Chr03	H03	Chr03
sspo_ap85441_cm010691.1	soff_lappurple_cm036175.1	0.08656281739087872	3A	Chr03	H03	Chr03
sspo_ap85441_cm010692.1	soff_lappurple_cm036175.1	0.08597491944613776	3B	Chr03	H03	Chr03
sspo_npx_cm039589.1	soff_lappurple_cm036175.1	0.08031359473737568	3C	Chr03	H03	Chr03
sspo_npx_cm039587.1	soff_lappurple_cm036175.1	0.08023608809762824	3A	Chr03	H03	Chr03
soff_lappurple_cm036176.1	soff_lappurple_cm036176.1	1.0	A04	Chr04	A04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036176.1	0.24672731543767484	E04	Chr04	A04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036176.1	0.24267637724794533	C04	Chr04	A04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036176.1	0.22555709885862674	B04	Chr04	A04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036176.1	0.22028508891332993	G04	Chr04	A04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036176.1	0.20892210429357952	D04	Chr04	A04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036176.1	0.19478564341191365	H04	Chr04	A04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036176.1	0.19182888676457807	F04	Chr04	A04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036176.1	0.13299605640418433	4A	Chr04	A04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036176.1	0.13035627953785284	4A	Chr04	A04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036176.1	0.12985462597477615	4D	Chr04	A04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036176.1	0.1294056116766264	4C	Chr04	A04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036176.1	0.12729421031902324	4B	Chr04	A04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036176.1	0.12656726022301096	4B	Chr04	A04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036176.1	0.11657465919682088	4D	Chr04	A04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036176.1	0.11548286604361371	4C	Chr04	A04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036177.1	1.0	B04	Chr04	B04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036177.1	0.22693166117547028	C04	Chr04	B04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036177.1	0.22555709885862674	A04	Chr04	B04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036177.1	0.2003134489176217	H04	Chr04	B04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036177.1	0.19752501954221668	D04	Chr04	B04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036177.1	0.19669616787284563	G04	Chr04	B04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036177.1	0.18934022223183017	E04	Chr04	B04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036177.1	0.17318645766882348	F04	Chr04	B04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036177.1	0.11909382426500348	4A	Chr04	B04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036177.1	0.11723966325218761	4B	Chr04	B04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036177.1	0.11706854073266287	4D	Chr04	B04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036177.1	0.11463848402461212	4A	Chr04	B04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036177.1	0.1138055755319599	4B	Chr04	B04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036177.1	0.11083928102064336	4C	Chr04	B04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036177.1	0.10749010118785746	4C	Chr04	B04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036177.1	0.10314147982788184	4D	Chr04	B04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036178.1	1.0	C04	Chr04	C04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036178.1	0.24267637724794533	A04	Chr04	C04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036178.1	0.22693166117547028	B04	Chr04	C04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036178.1	0.21149859037505897	E04	Chr04	C04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036178.1	0.19760791020602325	G04	Chr04	C04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036178.1	0.19310209166612025	D04	Chr04	C04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036178.1	0.1834466497264382	F04	Chr04	C04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036178.1	0.18212604476894995	H04	Chr04	C04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036178.1	0.12714316167737613	4D	Chr04	C04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036178.1	0.1268152528081115	4A	Chr04	C04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036178.1	0.12664701532179945	4B	Chr04	C04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036178.1	0.1258305391561928	4A	Chr04	C04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036178.1	0.12166793796084414	4C	Chr04	C04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036178.1	0.12074247612182375	4B	Chr04	C04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036178.1	0.1152921189656694	4C	Chr04	C04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036178.1	0.11174018944519622	4D	Chr04	C04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036179.1	1.0	D04	Chr04	D04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036179.1	0.20892210429357952	A04	Chr04	D04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036179.1	0.19752501954221668	B04	Chr04	D04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036179.1	0.193574731417792	E04	Chr04	D04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036179.1	0.19310209166612025	C04	Chr04	D04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036179.1	0.1914094257347688	F04	Chr04	D04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036179.1	0.1893105393951763	G04	Chr04	D04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036179.1	0.17498079385403328	H04	Chr04	D04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036179.1	0.11704865387999296	4A	Chr04	D04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036179.1	0.11679137323943661	4B	Chr04	D04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036179.1	0.11409675278661972	4B	Chr04	D04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036179.1	0.11389324709423329	4D	Chr04	D04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036179.1	0.11318323099082708	4A	Chr04	D04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036179.1	0.11179544405935814	4C	Chr04	D04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036179.1	0.10772088087025736	4D	Chr04	D04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036179.1	0.1071416009098477	4C	Chr04	D04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036180.1	1.0	E04	Chr04	E04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036180.1	0.24672731543767484	A04	Chr04	E04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036180.1	0.21521057157737916	G04	Chr04	E04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036180.1	0.21149859037505897	C04	Chr04	E04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036180.1	0.193574731417792	D04	Chr04	E04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036180.1	0.18934022223183017	B04	Chr04	E04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036180.1	0.18695774216596917	H04	Chr04	E04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036180.1	0.1711188401639834	F04	Chr04	E04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036180.1	0.13103827540695118	4A	Chr04	E04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036180.1	0.12979640202520737	4C	Chr04	E04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036180.1	0.12805734861458745	4B	Chr04	E04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036180.1	0.12773453765094006	4D	Chr04	E04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036180.1	0.12722762087382322	4A	Chr04	E04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036180.1	0.12717425502269766	4B	Chr04	E04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036180.1	0.11943664564827174	4D	Chr04	E04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036180.1	0.11795219291071804	4C	Chr04	E04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036181.1	1.0	F04	Chr04	F04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036181.1	0.19182888676457807	A04	Chr04	F04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036181.1	0.1914094257347688	D04	Chr04	F04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036181.1	0.1834466497264382	C04	Chr04	F04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036181.1	0.1799908923014648	G04	Chr04	F04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036181.1	0.17318645766882348	B04	Chr04	F04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036181.1	0.1711188401639834	E04	Chr04	F04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036181.1	0.11779464912508775	H04	Chr04	F04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036181.1	0.10272481133705859	4B	Chr04	F04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036181.1	0.09883907676776947	4A	Chr04	F04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036181.1	0.09864287042201153	4C	Chr04	F04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036181.1	0.09742226410014806	4C	Chr04	F04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036181.1	0.09734061310602284	4D	Chr04	F04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036181.1	0.09658724332020735	4D	Chr04	F04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036181.1	0.096303261827799	4B	Chr04	F04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036181.1	0.09568075541599837	4A	Chr04	F04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036182.1	1.0	G04	Chr04	G04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036182.1	0.22028508891332993	A04	Chr04	G04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036182.1	0.21521057157737916	E04	Chr04	G04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036182.1	0.19760791020602325	C04	Chr04	G04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036182.1	0.19669616787284563	B04	Chr04	G04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036182.1	0.1893105393951763	D04	Chr04	G04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036182.1	0.180003740615064	H04	Chr04	G04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036182.1	0.1799908923014648	F04	Chr04	G04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036182.1	0.12243077239817451	4A	Chr04	G04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036182.1	0.12029430918459447	4B	Chr04	G04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036182.1	0.11914470523834526	4C	Chr04	G04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036182.1	0.11817187519201701	4C	Chr04	G04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036182.1	0.11765324729976154	4B	Chr04	G04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036182.1	0.11485949098621422	4D	Chr04	G04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036182.1	0.1134397274398171	4A	Chr04	G04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036182.1	0.11263729660874372	4D	Chr04	G04	Chr04
soff_lappurple_cm036183.1	soff_lappurple_cm036183.1	1.0	H04	Chr04	H04	Chr04
soff_lappurple_cm036177.1	soff_lappurple_cm036183.1	0.2003134489176217	B04	Chr04	H04	Chr04
soff_lappurple_cm036176.1	soff_lappurple_cm036183.1	0.19478564341191365	A04	Chr04	H04	Chr04
soff_lappurple_cm036180.1	soff_lappurple_cm036183.1	0.18695774216596917	E04	Chr04	H04	Chr04
soff_lappurple_cm036178.1	soff_lappurple_cm036183.1	0.18212604476894995	C04	Chr04	H04	Chr04
soff_lappurple_cm036182.1	soff_lappurple_cm036183.1	0.180003740615064	G04	Chr04	H04	Chr04
soff_lappurple_cm036179.1	soff_lappurple_cm036183.1	0.17498079385403328	D04	Chr04	H04	Chr04
soff_lappurple_cm036181.1	soff_lappurple_cm036183.1	0.11779464912508775	F04	Chr04	H04	Chr04
sspo_ap85441_cm010695.1	soff_lappurple_cm036183.1	0.1147341809434981	4A	Chr04	H04	Chr04
sspo_npx_cm039592.1	soff_lappurple_cm036183.1	0.11386769250173424	4B	Chr04	H04	Chr04
sspo_npx_cm039591.1	soff_lappurple_cm036183.1	0.11253459674397805	4A	Chr04	H04	Chr04
sspo_ap85441_cm010698.1	soff_lappurple_cm036183.1	0.11204019336524414	4D	Chr04	H04	Chr04
sspo_ap85441_cm010697.1	soff_lappurple_cm036183.1	0.10966678215988243	4C	Chr04	H04	Chr04
sspo_ap85441_cm010696.1	soff_lappurple_cm036183.1	0.10847022900763359	4B	Chr04	H04	Chr04
sspo_npx_cm039593.1	soff_lappurple_cm036183.1	0.10227332595753648	4C	Chr04	H04	Chr04
sspo_npx_cm039594.1	soff_lappurple_cm036183.1	0.09891766524932354	4D	Chr04	H04	Chr04
soff_lappurple_cm036184.1	soff_lappurple_cm036184.1	1.0	A05	Chr05	A05	Chr05
soff_lappurple_cm036185.1	soff_lappurple_cm036184.1	0.19920501452377312	B05	Chr05	A05	Chr05
soff_lappurple_cm036186.1	soff_lappurple_cm036184.1	0.18411123957889614	C05	Chr05	A05	Chr05
soff_lappurple_cm036187.1	soff_lappurple_cm036184.1	0.16855728087974012	D05	Chr05	A05	Chr05
soff_lappurple_cm036189.1	soff_lappurple_cm036184.1	0.16625838981468258	F05	Chr05	A05	Chr05
